ID,name,Food Group,Calories,Carbohydrate,Protein,Fat,Water,Net-Carbs,Sugars,Fiber,Cholesterol,Saturated Fats,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,PRAL score,Calcium,Iron,Potassium,Magnesium,Vitamin A IU,Vitamin A RAE,Vitamin C,Vitamin B-12,Vitamin D,Vitamin E,Omega 3s,Omega 6s,Trans Fatty Acids,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Starch,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B6,Folate,Folic acid,Food Folate,Folate DFE,Choline,Betaine,Retinol,Beta Carotene,Alpha Carotene,Lycopene,Vitamin D2,Vitamin D3,Vitamin D,Vitamin K,Dihydrophylloquinone,Menaquinone-4,ALA,EPA,DPA,DHA,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Alcohol,Caffeine,Theobromine,Density
782758,Clams,Fish,135,4.35,17.5,4.73,70.46,4.35,0.03,0,36,0.714,1644,1705,14.91,47,1.94,56,23,NULL,91,0.5,12.78,0,1.23,136,1344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,373,0.61,0.064,NULL,36.5,NULL,0.016,0.038,0.398,NULL,0.012,6,0,6,6,77.6,NULL,91,0,0,0,NULL,NULL,NULL,4.5,NULL,NULL,NULL,51,8,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171421,Cocoa Butter,Fats and Oils,884,0,0,100,0,0,0,0,0,59.7,32900,3000,0,0,0,0,0,0,0,0,0,NULL,1.8,100,2800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0.3,NULL,0,0,0,0,NULL,NULL,NULL,24.7,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
169593,Cocoa Powder,Sweets,228,57.9,19.6,13.7,3,20.9,1.75,37,0,8.07,4570,440,-10.182,128,13.86,1524,499,0,0,0,0,0,0.1,0,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,734,21,6.81,3.788,3.837,14.3,NULL,0.078,0.241,2.185,0.254,0.118,32,0,32,32,12,NULL,0,0,0,0,NULL,NULL,0,2.5,NULL,NULL,NULL,0,0,0,293,776,760,1189,983,202,239,941,735,1177,1111,339,904,1953,2948,879,838,846,NULL,0,230,2057,
170173,Coconut Milk,Nuts and Seeds,197,2.81,2.02,21.33,72.88,2.81,NULL,NULL,0,18.915,907,233,-1.544,18,3.3,220,46,0,0,1,0,0,NULL,NULL,233,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,13,0.56,0.223,0.768,NULL,NULL,0.022,0,0.637,0.153,0.028,14,0,14,14,8.5,0,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,74,79,150,89,38,40,102,62,122,331,46,103,197,462,96,83,104,NULL,NULL,NULL,NULL,
171412,Coconut Oil,Fats and Oils,892,0,0,99.06,0.03,0,0,0,0,82.475,6332,1702,-0.013,1,0.05,0,0,0,0,0,0,0,0.11,19,1683,0.028,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.02,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0.3,NULL,0,0,0,0,NULL,NULL,0,0.6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
170174,Coconut Water,Nuts and Seeds,19,3.71,0.72,0.2,94.99,2.61,2.61,1.1,0,0.176,8,2,-5.152,24,0.29,250,25,0,0,2.4,0,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,105,0.1,0.04,0.142,1,NULL,0.03,0.057,0.08,0.043,0.032,3,0,3,3,1.1,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,8,26,28,53,32,13,14,37,22,44,118,17,37,70,165,34,30,37,NULL,0,0,0,
782455,Cod,Fish,117,0.1,18.68,4.18,75.78,0.1,0.04,0,57,0.607,1628,1714,14.996,10,0.21,289,25,NULL,2,0.5,2.18,0.6,1.09,164,1348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,344,447,0.38,0.024,NULL,28,NULL,0.037,0.052,1.274,NULL,0.129,8,0,8,8,79.6,NULL,2,0,0,0,NULL,NULL,NULL,4.3,NULL,NULL,NULL,42,5,117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
173577,Cod Liver Oil,Fats and Oils,902,0,0,100,0,0,NULL,0,570,22.608,46711,22541,0,0,0,0,0,100000,30000,0,0,250,NULL,19736,935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,NULL,30000,NULL,NULL,NULL,NULL,NULL,10000,NULL,NULL,NULL,NULL,6898,935,10968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
171890,Coffee,Beverages,1,0,0.12,0.02,99.39,0,0,0,0,0.002,15,1,-0.969,2,0.01,49,3,0,0,0,0,0,0.01,0,1,0,0,0,0,0,0,0,NULL,3,2,0.02,0.002,0.023,0,90.7,0.014,0.076,0.191,0.254,0.001,2,0,2,2,2.6,NULL,0,0,0,0,NULL,NULL,0,0.1,NULL,NULL,0,0,0,0,0,1,2,5,1,0,2,3,2,3,1,2,3,5,20,4,4,1,NULL,0,40,0,
173416,Colby Cheese,Dairy and Egg Products,394,2.57,23.76,32.11,38.2,2.57,0.52,0,95,20.218,9280,953,16.283,685,0.76,127,26,994,264,0,0.83,0.6,0.28,277,676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457,604,3.07,0.042,0.012,14.5,NULL,0.015,0.375,0.093,0.21,0.079,18,0,18,18,15.4,NULL,257,82,0,0,NULL,0.6,24,2.7,NULL,NULL,NULL,0,0,0,305,845,1475,2275,1978,622,119,1251,1147,1586,898,834,670,1527,5813,410,2678,1389,NULL,0,0,0,
788163,Corn,Vegetables,83,13.92,2.24,3.21,79.63,12.02,4.31,1.9,4,1.235,932,850,-0.353,4,0.26,129,13,NULL,23,1.6,0,0,0.36,53,780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,309,0.31,0.032,NULL,0.6,NULL,0.036,0.087,0.975,NULL,0.078,33,0,33,33,17.7,NULL,20,23,6,0,NULL,NULL,NULL,1.2,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169748,Corn Flour,Grains and Pasta,361,76.85,6.93,3.86,10.91,69.55,0.64,7.3,0,0.543,1018,1759,4.276,7,2.38,315,93,3,0,0,0,0,0.42,53,1706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,272,5,1.73,0.23,0.46,15.4,NULL,0.246,0.08,1.9,0.658,0.37,25,0,25,25,21.6,NULL,0,1,0,0,NULL,NULL,0,0.3,NULL,NULL,NULL,0,0,0,49,261,248,850,195,145,125,340,282,351,345,211,518,482,1300,284,605,329,NULL,0,0,0,
171722,Cranberries,Fruits,46,11.97,0.46,0.13,87.32,8.37,4.27,3.6,0,0.008,18,55,-1.317,8,0.23,80,6,63,3,14,0,0,1.32,22,33,0,0.16,3.44,0.67,0,0,0,0,11,2,0.09,0.056,0.267,0.1,NULL,0.012,0.02,0.101,0.295,0.057,1,0,1,1,5.5,0.2,0,38,0,0,NULL,NULL,0,5,0,NULL,NULL,0,0,0,3,28,33,53,39,3,3,36,32,45,56,18,49,188,146,48,31,51,NULL,0,0,0,
173418,Cream Cheese,Dairy and Egg Products,350,5.52,6.15,34.44,52.62,5.52,3.76,0,101,20.213,8907,1483,2.69,97,0.11,132,9,1111,308,0,0.22,0,0.86,158,1445,1.173,0,0,0,3.76,0,0,0.35,107,314,0.5,0.018,0.011,8.6,NULL,0.023,0.23,0.091,0.517,0.056,9,0,9,9,26.8,0.5,303,59,1,0,0,0,0,2.1,0,8.7,125,10,20,0,69,233,324,657,567,191,42,291,303,395,235,175,184,514,1304,142,665,374,NULL,0,0,0,
781472,Cream Heavy,Fats and Oils,340,2.74,2.84,36.08,57.81,2.74,2.92,0,113,23.032,9101,1570,0.491,66,0.1,95,7,NULL,411,0.6,0.16,1.6,0.92,29,1294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,27,0.24,0.011,NULL,3,NULL,0.02,0.188,0.064,NULL,0.035,4,0,4,4,16.8,NULL,405,72,0,0,NULL,NULL,NULL,3.2,NULL,NULL,NULL,9,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
781468,Cream Light,Fats and Oils,191,2.82,2.96,19.1,74.51,2.82,3.67,0,59,10.176,4525,789,0.565,91,0.05,136,9,NULL,181,0.8,0.14,1.1,0.12,15,654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,72,0.32,0.012,NULL,4.6,NULL,0.023,0.19,0.09,NULL,0.044,2,0,2,2,16.8,NULL,178,37,0,0,NULL,NULL,NULL,1.7,NULL,NULL,NULL,5,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
168409,Cucumber,Vegetables,15,3.63,0.65,0.11,95.23,3.13,1.67,0.5,0,0.037,5,32,-2.445,16,0.28,147,13,105,5,2.8,0,0,0.03,5,28,0,0.03,0.76,0.87,0,0.01,0,0.83,24,2,0.2,0.041,0.079,0.3,1.3,0.027,0.033,0.098,0.259,0.04,7,0,7,7,6,0.1,0,45,11,0,NULL,NULL,0,16.4,0,NULL,NULL,0,0,0,5,19,21,29,29,6,4,19,11,22,44,10,24,41,196,24,15,20,NULL,0,0,0,
170923,Cumin Seed,Spices and Herbs,375,44.24,17.81,22.27,8.06,33.74,2.25,10.5,0,1.535,14040,3279,-32.266,931,66.36,1788,366,1270,64,7.7,0,0,3.33,176,3103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,499,168,4.8,0.867,3.333,5.2,NULL,0.628,0.327,4.579,NULL,0.435,10,0,10,10,24.7,NULL,0,762,0,0,NULL,NULL,0,5.4,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170924,Curry Powder,Spices and Herbs,325,55.83,14.29,14.01,8.8,2.63,2.76,53.2,0,1.648,8782,3056,-17.637,525,19.1,1170,255,19,1,0.7,0,0,25.24,255,2801,0,0.62,1.14,0.79,0,0,0.21,NULL,367,52,4.7,1.2,8.3,40.3,NULL,0.176,0.2,3.26,1.07,0.105,56,0,56,56,64.2,28.8,0,11,0,0,NULL,NULL,0,99.8,0,NULL,255,0,0,0,110,350,630,890,700,190,200,580,400,750,890,290,550,1790,2270,790,1240,390,0,0,0,0,
781614,Custard,Sweets,95,10.96,5.05,3.45,79.66,10.96,11.09,0,72,1.619,1116,427,1.854,113,0.34,146,11,NULL,74,0,0.36,1.4,0.22,11,336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,91,0.6,0.025,NULL,8.2,NULL,0.031,0.233,0.091,NULL,0.053,10,0,10,10,51.9,NULL,74,4,0,0,NULL,NULL,NULL,0.2,NULL,NULL,NULL,0,1,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170271,Dark Chocolate (45-59% Cocoa),Sweets,546,61.17,4.88,31.28,0.97,54.17,47.9,7,8,18.519,9540,1092,-6.35,56,8.02,559,146,50,2,NULL,0.23,NULL,0.54,86,1029,0.112,46.25,0,0,1.65,0,0,NULL,206,24,2.01,1.028,1.419,3,NULL,0.025,0.05,0.725,0.297,0.042,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,7,0,NULL,NULL,NULL,8.1,0,0.1,85,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,493,
170272,Dark Chocolate (60-69% Cocoa),Sweets,579,52.42,6.12,38.31,1.25,44.42,36.71,8,6,22.031,11522,1221,-4.78,62,6.32,567,176,50,3,NULL,0.18,NULL,0.59,88,1147,0.079,36.39,0,0,0.31,0,0,NULL,260,10,2.65,1.248,1.325,8.4,NULL,0.032,0.049,0.838,0.3,0.034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,9,0,NULL,NULL,NULL,7.2,0,0,88,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,632,
170273,Dark Chocolate (70-85% Cocoa),Sweets,598,45.9,7.79,42.63,1.37,35,23.99,10.9,3,24.489,12781,1257,-6.819,73,11.9,715,228,39,2,NULL,0.28,NULL,0.59,34,1226,0.03,23.99,0,0,0,0,0,NULL,308,20,3.31,1.766,1.948,6.8,NULL,0.034,0.078,1.054,0.418,0.038,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,7,0,NULL,NULL,NULL,7.3,0,0,34,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,802,
172233,Dill,Spices and Herbs,43,7.02,3.46,1.12,85.95,4.92,NULL,2.1,0,0.06,802,95,-15.585,208,6.59,738,55,7718,386,85,0,0,NULL,13,82,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,61,0.91,0.146,1.264,NULL,NULL,0.058,0.296,1.57,0.397,0.185,150,0,150,150,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,68,195,159,246,11,17,65,96,154,142,71,227,343,290,169,248,158,NULL,NULL,NULL,NULL,
782290,Duck,Meats,225,7.95,22.3,10.92,56.81,7.75,0.14,0.2,102,3.721,3429,1977,12.15,18,2.94,265,19,NULL,25,5.4,0.33,0.2,1.07,1,1806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204,345,2.29,0.293,NULL,19.8,NULL,0.346,0.516,5.369,NULL,0.323,29,9,20,35,53,NULL,25,1,0,0,NULL,NULL,NULL,5.2,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
168192,Durian,Fruits,147,27.09,1.47,5.33,64.99,23.29,NULL,3.8,0,NULL,NULL,NULL,-7.903,6,0.43,436,30,44,2,19.7,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,2,0.28,0.207,0.325,NULL,NULL,0.374,0.2,1.074,0.23,0.316,36,NULL,36,NULL,NULL,NULL,0,23,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
168411,Edamame,Beans and Lentils,121,8.91,11.91,5.2,72.77,3.71,2.18,5.2,0,0.62,1282,2156,0.387,63,2.27,436,64,298,15,6.1,0,0,0.68,361,1794,0.009,1.12,0,0.12,0,0.95,0,1.51,169,6,1.37,0.345,1.024,0.8,NULL,0.2,0.155,0.915,0.395,0.1,311,0,311,311,56.3,4.5,0,175,0,0,NULL,NULL,0,26.7,0,0,358,3,0,0,126,331,300,745,745,141,124,488,336,324,724,267,446,1348,2020,434,686,665,0,0,0,0,
783926,Egg,Dairy and Egg Products ,111,0.78,11.52,6.55,79.62,0.78,0.75,0,5,1.821,2297,1979,2.204,8,0.09,173,12,NULL,27,0,0.08,0.1,0.8,234,1744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,506,0.04,0.024,NULL,21.1,NULL,0.004,0.441,0.101,NULL,0.06,3,0,3,3,1.5,NULL,26,13,0,0,NULL,NULL,NULL,6,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
783930,Egg Yolk,Dairy and Egg Products ,404,3.79,16.76,35.24,41.63,3.79,0.59,0,1146,11.075,15415,7406,19.13,136,2.9,115,5,NULL,403,0,1.75,5.7,3.57,132,6338,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,412,358,2.43,0.082,NULL,59.2,NULL,0.158,0.53,0.024,NULL,0.351,116,0,116,116,736.6,NULL,392,93,40,0,NULL,NULL,NULL,9.2,NULL,NULL,NULL,12,0,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171258,Eggnog,Dairy and Egg Products,88,8.05,4.55,4.19,82.54,8.05,8.05,0,59,2.591,1302,198,0.591,130,0.2,165,19,206,59,1.5,0.45,1.2,0.21,59,132,NULL,0.04,0.07,0.04,7.84,0.04,0.04,NULL,109,54,0.46,0.013,0.005,4.2,0.2,0.034,0.19,0.105,0.417,0.05,1,0,1,1,52.2,0.6,58,7,0,0,NULL,1.2,49,0.3,0,NULL,NULL,0,0,0,85,201,237,383,257,120,57,225,199,289,191,108,199,400,775,128,349,241,NULL,0,0,0,
169228,Eggplant,Vegetables,25,5.88,0.98,0.18,92.3,2.88,3.53,3,0,0.034,16,76,-3.949,9,0.23,229,14,23,1,2.2,0,0,0.3,13,63,0,0.26,1.58,1.54,NULL,NULL,NULL,NULL,24,2,0.16,0.081,0.232,0.3,NULL,0.039,0.037,0.649,0.281,0.084,22,0,22,22,6.9,NULL,0,14,0,0,NULL,NULL,0,3.5,NULL,NULL,NULL,0,0,0,9,37,45,64,47,11,6,43,27,53,57,23,51,164,186,41,43,42,NULL,0,0,0,
171727,Elderberries,Fruits,73,18.4,0.66,0.5,79.8,11.4,NULL,7,0,0.023,80,247,-4.767,38,1.6,280,5,600,30,36,0,NULL,NULL,85,162,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,6,0.11,0.061,NULL,0.6,NULL,0.07,0.06,0.5,0.14,0.23,6,0,6,6,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,13,27,27,60,26,14,15,40,51,33,47,15,30,58,96,36,25,32,NULL,0,NULL,NULL,
171891,Espresso,Beverages,9,1.67,0.12,0.18,97.8,1.67,0,0,0,0.092,0,92,-4.239,2,0.13,115,80,0,0,0.2,0,0,0.01,0,92,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,14,0.05,0.05,0.05,0,NULL,0.001,0.177,5.207,0.028,0.002,1,0,1,1,2.6,NULL,0,0,0,0,NULL,NULL,0,0.1,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,212,0,
172455,Falafel,Beans and Lentils,333,31.84,13.31,17.8,34.62,31.84,NULL,NULL,0,2.383,10171,4160,-1.576,54,3.42,585,82,13,1,1.6,0,0,NULL,111,495,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,294,1.5,0.258,0.691,1,NULL,0.146,0.166,1.044,0.292,0.125,93,15,78,104,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,134,492,567,944,856,187,183,707,339,562,1280,364,573,1531,2341,567,545,667,NULL,NULL,NULL,NULL,
168574,Fava Beans,Beans and Lentils,88,17.63,7.92,0.73,72.6,10.13,9.21,7.5,0,0.118,104,342,0.3,37,1.55,332,33,333,17,3.7,0,0,1.16,30,312,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,25,1,0.402,0.661,0.8,NULL,0.133,0.29,2.249,0.225,0.104,148,0,148,148,NULL,NULL,0,196,0,0,NULL,NULL,0,40.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169385,Fennel,Vegetables,31,7.3,1.24,0.2,90.21,4.2,3.93,3.1,0,0.09,68,169,-7.362,49,0.73,414,17,963,48,12,0,0,0.58,0,169,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,52,0.2,0.066,0.191,0.7,NULL,0.01,0.032,0.64,0.232,0.047,27,0,27,27,13.2,NULL,0,578,0,0,NULL,NULL,0,62.8,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
173420,Feta Cheese,Dairy and Egg Products,265,3.88,14.21,21.49,55.22,3.88,0,0,89,13.3,4623,591,11.215,493,0.65,62,19,422,125,0,1.69,0.4,0.18,265,326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,337,1139,2.88,0.032,0.028,15,NULL,0.154,0.844,0.991,0.967,0.424,32,0,32,32,15.4,NULL,125,3,0,0,NULL,0.4,16,1.8,NULL,NULL,NULL,0,0,0,200,637,803,1395,1219,368,83,675,668,1065,470,397,639,779,2421,97,1378,1169,NULL,0,0,0,
173021,Figs,Fruits,74,19.18,0.75,0.3,79.11,16.28,16.26,2.9,0,0.06,66,144,-4.912,35,0.37,232,17,142,7,2,0,0,0.11,0,144,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,1,0.15,0.07,0.128,0.2,NULL,0.06,0.05,0.4,0.3,0.113,6,0,6,6,4.7,NULL,0,85,0,0,NULL,NULL,0,4.7,NULL,NULL,NULL,0,0,0,6,24,23,33,30,6,12,18,32,28,17,11,45,176,72,25,49,37,NULL,0,0,0,
171606,Fish Broth,Soups and Sauces,16,0.4,2,0.6,96,0.4,0.09,0,0,0.133,108,245,-0.141,30,0.21,86,1,4,1,0,0.1,0,0.15,214,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,200,0.1,0.051,NULL,0.7,NULL,0,0.03,1.37,NULL,0.01,4,0,4,4,9.2,NULL,1,0,0,0,NULL,NULL,0,0.2,NULL,NULL,NULL,95,18,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
174232,Halibut,Fish,239,0,18.42,17.74,61.88,0,NULL,0,59,3.102,10742,1753,8.618,4,0.85,344,33,60,18,0,0.96,NULL,NULL,1461,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,103,0.51,0.038,0.015,46.8,NULL,0.073,0.103,1.923,0.288,0.485,1,0,1,1,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,674,114,504,206,808,849,1497,1692,545,197,719,622,949,1102,542,1114,1887,2750,884,651,752,NULL,NULL,NULL,NULL,
175116,Herring,Fish,158,0,17.96,9.04,72.05,0,0,0,60,2.04,3736,2133,9.05,57,1.1,327,32,93,28,0.7,13.67,4.2,1.07,1840,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,90,0.99,0.092,0.035,36.5,NULL,0.092,0.233,3.217,0.645,0.302,10,0,10,10,65,NULL,28,0,0,0,NULL,4.2,167,0.1,NULL,NULL,NULL,709,55,862,201,787,828,1460,1650,532,193,701,606,925,1075,529,1086,1839,2681,862,635,733,NULL,0,0,0,
175122,Mackerel,Fish,105,0,20.28,2,75.85,0,NULL,0,53,0.363,764,460,8.69,31,1.78,435,32,727,218,1.6,15.6,NULL,NULL,420,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,158,0.56,0.026,0.005,36.5,NULL,0.1,0.476,8.59,0.839,0.442,8,0,8,8,NULL,NULL,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,136,17,177,227,889,935,1648,1863,600,217,792,685,1045,1214,597,1227,2077,3028,974,717,827,NULL,NULL,NULL,NULL,
175132,Fish Roe,Fish,143,1.5,22.32,6.42,67.73,1.5,0,0,374,1.456,1661,2656,20.336,22,0.6,221,20,299,90,16,10,12.1,7,2440,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402,91,1,0.1,0.01,40.3,NULL,0.24,0.74,1.8,1,0.16,80,0,80,80,335.4,NULL,90,0,0,0,NULL,12.1,484,0.2,NULL,NULL,NULL,983,82,1363,293,1017,1142,1956,1699,553,389,1092,1121,1307,1278,607,1428,1789,2670,650,1189,975,NULL,0,0,0,
172001,Salmon,Fish,153,0,24.58,5.28,70.65,0,0,0,55,0.971,1617,973,13.417,8,0.45,439,32,126,42,0,4.73,13,0.48,761,120,0.041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,90,0.46,0.075,0.013,37.6,NULL,0.091,0.126,9.588,1.235,0.696,5,0,5,5,113.4,NULL,42,0,0,0,NULL,13,522,0.5,NULL,NULL,NULL,218,57,399,265,1278,1145,1874,2110,692,190,1013,890,1319,1543,651,1568,3088,3482,1514,1039,1086,NULL,0,0,0,
172885,Fish Stock,Soups and Sauces,16,0,2.26,0.81,96.6,0,0,0,1,0.203,236,138,-0.082,3,0.01,144,7,6,2,0.1,0.69,0,0.17,104,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,156,0.06,0.058,0.052,1,NULL,0.033,0.076,1.186,0.329,0.037,2,0,2,2,7,NULL,2,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,35,17,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
173701,Fish,Fish,105,0,16.14,4.04,76.55,0,0,0,60,0.915,1939,690,8.634,13,0.7,284,35,700,210,0,2.2,10.3,0.5,460,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211,54,0.42,0.041,0.025,12.6,NULL,0.07,0.07,8.3,0.75,0.2,15,0,15,15,56,NULL,210,0,0,0,NULL,10.3,412,0.1,NULL,NULL,NULL,194,45,93,181,708,744,1312,1483,478,173,630,545,832,966,475,976,1653,2410,775,571,659,NULL,0,0,0,
